2	[["a", "quand", "une", "vraie", "(", "bonne", ")", "histoire", "?"], ["bilan", "plus", "que", "mitig", "\u00e9", "pour", "cet", "album", "fourre-tout", "qui", "m", "\u00ea", "le", "quelques", "bonnes", "id", "\u00e9", "es", "(", "les", "parodies", "d'oeuvres", "d'art", ")", "et", "des", "sc", "\u00e8", "netes", "qui", "ne", "font", "que", "faire", "\u00e9", "cho", "paresseusement", "aux", "pr", "\u00e9", "c", "\u00e9", "dents", "albums"], ["uderzo", "n'a", "pas", "pris", "de", "risque", "pour", "cet", "album", ",", "mais", ",", "au", "vu", "des", "pr", "\u00e9", "c", "\u00e9", "dents", ",", "on", "se", "dit", "que", "c'est", "peut", "-", "\u00ea", "tre", "un", "moindre", "mal"], ["l'album", "semble", "n'avoir", "\u00e9", "t", "\u00e9", "fait", "que", "pour", "permettre", "\u00e0", "uderzo", "de", "rappeler", "avec", "une", "insistance", "suspecte", "qu'il", "est", "bien", "l'un", "des", "cr", "\u00e9", "ateurs", "d'ast", "\u00e9", "rix", "(", "comme", "lorsqu'il", "se", "met", "en", "sc", "\u00e8", "ne", "lui", "m", "\u00ea", "me", "dans", "la", "bd", ")", "et", "de", "traiter", "ses", "critiques", "d", "'", "\"", "imb", "\u00e9", "ciles", "\"", "dans", "une", "pr", "\u00e9", "face", "un", "rien", "aigrie", "sign", "\u00e9", "e", "\"", "ast", "\u00e9", "rix", "\""], ["pr", "\u00e9", "face", "dans", "laquelle", "uderzo", "feint", "de", "croire", "que", "ce", "qu'on", "lui", "reproche", "est", "d'avoir", "fait", "survivre", "asterix", "\u00e0", "la", "disparition", "de", "goscinny", "(", "reproche", "naturellement", "d", "\u00e9", "menti", "par", "la", "fid", "\u00e9", "lit", "\u00e9", "des", "lecteurs", "-", "d", "\u00e9", "monstration", "imparable", "!", ")"], ["on", "aurait", "tant", "aim", "\u00e9", "qu'uderzo", "accepte", "de", "s'entourer", "d'un", "sc", "\u00e9", "nariste", "comp", "\u00e9", "tent", "et", "respectueux", "de", "l'esprit", "goscinnien", "(", "cela", "doit", "se", "trouver", "!", ")", "et", "nous", "propose", "des", "albums", "plus", "ambitieux"]]	[["when", "is", "a", "real", "(", "good", ")", "story", "?"], ["more", "than", "mixed", "up", "for", "this", "tote", "album", "that", "mixes", "some", "good", "ideas", "(", "the", "parodies", "of", "works", "of", "art", ")", "and", "scenes", "that", "only", "echo", "the", "previous", "albums", "lazily"], ["uderzo", "did", "not", "take", "any", "chances", "for", "this", "album", ",", "but", ",", "considering", "the", "precedents", ",", "one", "says", "that", "it", "is", "perhaps", "a", "lesser", "evil"], ["the", "album", "seems", "to", "have", "been", "made", "only", "to", "allow", "uderzo", "to", "recall", "with", "suspicious", "insistence", "that", "he", "is", "indeed", "one", "of", "the", "creators", "of", "asterix", "(", "as", "when", "he", "puts", "himself", "in", "the", "comics", ")", "and", "treat", "his", "critics", "of", "\"", "imbeciles", "\"", "in", "a", "preface", "a", "sour", "nothing", "signed", "\"", "asterix", "\""], ["preface", "in", "which", "uderzo", "pretends", "to", "believe", "that", "what", "is", "criticized", "is", "to", "have", "survived", "asterix", "the", "disappearance", "of", "goscinny", "(", "reproach", "naturally", "denied", "by", "the", "loyalty", "of", "readers", "-", "unstoppable", "demonstration", "!", ")"], ["we", "would", "have", "liked", "so", "much", "that", "uderzo", "agrees", "to", "surround", "himself", "with", "a", "competent", "screenwriter", "and", "respectful", "of", "the", "spirit", "goscinnien", "(", "that", "must", "be", "!", ")", "and", "proposes", "us", "more", "ambitious", "albums"]]
1	[["bof", ",", "du", "commercial"], ["quel", "d", "\u00e9", "ception", ",", "si", "cher", "pour", "cela"], ["apr", "\u00e8", "s", "la", "rentr", "\u00e9", "e", "gauloise", ",", "encore", "un", "album", "histoire", "de", "sortir", "un", "album"], ["des", "belles", "images", ",", "quelques", "trucs", "sympas", "(", "donc", "l'image", "avec", "tous", "les", "personnages", ")"], ["mais", "il", "n'y", "a", "pas", "grand", "chose"], ["il", "ferait", "mieux", "d'arr", "\u00ea", "ter", "l", "\u00e0", "!"]]	[["bad", ",", "commercial"], ["what", "a", "disappointment", ",", "so", "expensive", "for", "that"], ["after", "the", "gallic", "comeback", ",", "another", "album", "story", "to", "release", "an", "album"], ["beautiful", "pictures", ",", "some", "cool", "stuff", "(", "so", "the", "picture", "with", "all", "the", "characters", ")"], ["but", "there", "is", "not", "much"], ["he'd", "better", "stop", "there", "!"]]
5	[["si", "c'est", "un", "homme", "nous", "laisse", "sans", "voix", "!"], ["on", "croit", "bien", "\u00e9", "videmment", "tout", "savoir", "sur", "l'horreur", "indicible", "des", "camps", "de", "concentration"], ["et", "bien", "non", ",", "\"", "si", "c'est", "un", "homme", "\"", "laisse", "litt", "\u00e9", "ralement", "sans", "voix", "!", "tout", "commentaire", "para", "\u00ee", "t", "d", "\u00e9", "plac", "\u00e9", "et", "pour", "tout", "dire", "insignifiant"], ["lisez", ",", "vous", "comprendrez"], ["mon", "seul", "commentaire", "est", "donc", "qu'il", "faut", "imp", "\u00e9", "rativement", "recommander", "la", "lecture", "de", "cet", "ouvrage", "\u00e0", "tous", "et", "particuli", "\u00e8", "rement", "aux", "grands", "adolescents"]]	[["if", "it's", "a", "man", "leaves", "us", "speechless", "!"], ["we", "obviously", "believe", "we", "know", "everything", "about", "the", "unspeakable", "horror", "of", "concentration", "camps"], ["well", "no", ",", "\"", "if", "it's", "a", "man", "\"", "literally", "leaves", "no", "voice", "!", "any", "comment", "seems", "out", "of", "place", "and", ",", "to", "put", "it", "mildly", ",", "insignificant"], ["read", ",", "you", "will", "understand"], ["my", "only", "comment", "is", "therefore", "that", "it", "is", "imperative", "to", "recommend", "reading", "this", "book", "to", "all", "and", "especially", "to", "the", "great", "teenagers"]]
5	[["en", "plus", ",", "il", "ne", "se", "prend", "pas", "pour", "un", "t", "\u00e9", "moin"], ["\"", "nous", "qui", "avons", "surv", "\u00e9", "cu", ",", "disait", "primo", "levi", ",", "nous", "ne", "sommes", "pas", "des", "crais", "t", "\u00e9", "moins", ",", "car", "nous", "appartenons", "\u00e0", "cette", "infime", "minorit", "\u00e9", "qui", ",", "par", "pr", "\u00e9", "varication", ",", "par", "habilet", "\u00e9", "ou", "la", "chance", ",", "'", "ont", "jamais", "touch", "\u00e9", "le", "fond"], ["ceux", "qui", "l'ont", "toucg", "\u00e9", "et", "qui", "ont", "vu", "la", "gorgone", "n'en", "sont", "pas", "revenus", ",", "ou", "en", "sont", "revenus", "sasn", "paroles", "\""], ["lui", ",", "il", "en", "est", "revenu", ",", "et", "il", "a", "parl", "\u00e9"], ["aid", "\u00e9", "par", "sa", "culture", "de", "la", "pr", "\u00e9", "cision", "et", "du", "discours", "scientifique", ",", "un", "sens", "aigu", "du", "d", "\u00e9", "tail", "significatif", "qui", "fait", "parfois", "penser", "\u00e0", "stendhal"], ["mais", "cette", "volont", "\u00e9", "de", "ne", "pas", "\u00ea", "tre", "emphatuque", ",", "de", "s'en", "tenir", "au", "fait", ",", "ne", "rend", "que", "plus", "terrivle", "la", "convergence", "entre", "le", "monde", "des", "camps", "et", "l'enfer", "de", "dante"], ["ce", "qui", "n", "'", "\u00e9", "tait", "que", "fiction", "litt", "\u00e9", "raire", "et", "imagination", "dans", "l'univers", "du", "jeune", "homme", "entre", "de", "avec", "une", "aisance", "stup", "\u00e9", "fiante", "dans", "la", "r", "\u00e9", "alit", "\u00e9"], ["regardez", "le", "petit", "groupe", "qui", "\u00e0", "l'entr", "\u00e9", "e", "du", "camp", "qu", "\u00e9", "mande", "\u00e0", "ceux", "qui", "bient", "\u00f4", "t", "seront", "de", "la", "fum", "\u00e9", "e", "ou", "du", "savon", ",", "et", "d", "\u00e9", "j", "\u00e0", "ne", "sont", "plus", "des", "hommes", ",", "leurs", "derniers", "objets", "personnels", ",", "pi", "\u00e8", "ces", "de", "monnaie", ",", "cigarettes", ",", "tout", "ce", "qui", "peut", "alimenter", "leur", "minable", "trafic"], ["compar", "\u00e9", "e", "\u00e0", "une", "sc", "\u00e8", "ne", "pareille", ",", "la", "mythologie", "des", "vilains", "diables", "appara", "\u00ee", "t", "bien", "fade"], ["bien", "s", "\u00fb", "r", "que", "tout", "le", "monde", "doit", "lire", "ce", "livre", ":", "on", "sait", "quel", "destin", "attend", "ceux", "qui", "ne", "veulent", "pas", "conna", "\u00ee", "tre", "le", "pass", "\u00e9"]]	[["in", "addition", ",", "he", "does", "not", "take", "himself", "for", "a", "witness"], ["\"", "we", "who", "have", "survived", ",", "\"", "said", "primo", "levi", ",", "\"", "we", "are", "not", "good", "witnesses", ",", "because", "we", "belong", "to", "this", "tiny", "minority", "who", ",", "by", "prevarication", ",", "by", "skill", "or", "luck", ",", "have", "never", "touched", "the", "bottom"], ["who", "have", "seen", "the", "gorgon", "have", "not", "returned", ",", "or", "have", "returned", "there", "sasn", "words", "\""], ["he", "came", "back", ",", "and", "he", "spoke"], ["aided", "by", "his", "culture", "of", "precision", "and", "scientific", "discourse", ",", "a", "keen", "sense", "of", "detail", "that", "sometimes", "makes", "one", "think", "of", "stendhal"], ["but", "this", "desire", "not", "to", "be", "emphatic", ",", "to", "stick", "to", "the", "fact", ",", "only", "makes", "the", "convergence", "between", "the", "world", "of", "the", "camps", "and", "dante's", "hell", "more", "terrifying"], ["what", "was", "only", "literary", "fiction", "and", "imagination", "in", "the", "universe", "of", "the", "young", "man", "enters", "with", "a", "staggering", "ease", "in", "reality"], ["look", "at", "the", "little", "group", "at", "the", "entrance", "of", "the", "camp", "begging", "those", "who", "will", "soon", "be", "smoke", "or", "soap", ",", "and", "are", "no", "longer", "men", ",", "their", "last", "personal", "belongings", ",", "coins", ",", "cigarettes", ",", "anything", "that", "can", "feed", "their", "shabby", "traffic"], ["compared", "to", "such", "a", "scene", ",", "the", "mythology", "of", "the", "evil", "devils", "appears", "bland"], ["of", "course", "everyone", "must", "read", "this", "book", ":", "we", "know", "what", "destiny", "awaits", "those", "who", "do", "not", "want", "to", "know", "the", "past"]]
2	[["questions", "cibl", "\u00e9", "es", "pour", "maigrir", "mais", "bilan", "payant"], ["les", "questions", "sont", "cibl", "\u00e9", "es", "et", "il", "faut", "avoir", "les", "moyens", "financiers", "pour", "suivre", "le", "r", "\u00e9", "gime"], ["je", "ne", "recommanderais", "pas", "ce", "document", "contrairement", "\u00e0", "l'autre", "livre", "\"", "je", "ne", "sais", "pas", "maigrir", "\"", "qui", ",", "lui", ",", "est", "utile", "et", "facile", "\u00e0", "comprendre"]]	[["targeted", "questions", "to", "lose", "weight", "but", "a", "pay", "report"], ["the", "questions", "are", "targeted", "and", "you", "must", "have", "the", "financial", "means", "to", "follow", "the", "plan"], ["i", "would", "not", "recommend", "this", "document", "unlike", "the", "other", "book", "\"", "i", "do", "not", "know", "how", "to", "lose", "weight", "\"", "which", "is", "useful", "and", "easy", "to", "understand"]]
1	[["tr", "\u00e8", "s", "tr", "\u00e8", "s", "tr", "\u00e8", "s", "d", "\u00e9", "\u00e7", "u"], ["je", "lis", "chattam", "depuis", "plusieurs", "ann", "\u00e9", "es", ",", "et", "c'est", "la", "CUSTOM_NUMBER", "\u00e8", "re", "fois", "que", "je", "dois", "lutter", "pour", "terminer", "un", "de", "ces", "romans"], ["le", "fond", "de", "l'histoire", "n'est", "pas", "mauvais", ","], ["mais", "le", "produit", "fini", "fut", "presque", "imbuvable", ":", "des", "personnages", "sans", "int", "\u00e9", "r", "\u00ea", "ts", "dont", "l'auteur", "semble", "oublier", "le", "jeune", "\u00e2", "ge", ",", "des", "m", "\u00e9", "chants", "dignes", "de", "s", "\u00e9", "rie", "pour", "enfants", "qui", "ne", "semblent", "avoir", "aucune", "motivation", "pour", "leur", "m", "\u00e9", "chancet", "\u00e9", ",", "et", "un", "\u00e9", "coeurant", "m", "\u00e9", "lange", "de", "jeu", "de", "r", "\u00f4", "le", ",", "seigneur", "des", "anneaux", ",", "jeu", "on-line", ",", "heroes", "et", "de", "x-men"], ["ce", "roman", "m'a", "sembl", "\u00e9", "\u00ea", "tre", "un", "gros", "cocktail", "de", "choses", "qui", "semblent", "plaire", "\u00e0", "chattam", "mais", "qui", ",", "mises", "bout", "\u00e0", "bout", ",", "produisent", "quelque", "chose", "non", "seulement", "d'absurde", ",", "mais", "\u00e9", "galement", "d'un", "niveau", "enfantin"], ["certaines", "choses", "ne", "se", "marient", "pas", "bien"], ["personnellement", ",", "j'aime", "le", "g", "\u00e2", "teau", "au", "chocolat", "et", "les", "hu", "\u00ee", "tres"], ["mais", "s", "\u00e9", "par", "\u00e9", "ment"]]	[["very", "very", "very", "disappointed"], ["i", "have", "been", "reading", "chattam", "for", "several", "years", ",", "and", "this", "is", "the", "first", "time", "i", "have", "to", "fight", "to", "finish", "one", "of", "these", "novels"], ["the", "bottom", "of", "the", "story", "is", "not", "bad", ","], ["but", "the", "finished", "product", "was", "almost", "undrinkable", ":", "characters", "without", "interests", "whose", "author", "seems", "to", "forget", "the", "young", "age", ",", "villains", "worthy", "of", "series", "for", "children", "who", "do", "not", "seem", "to", "have", "any", "motivation", "for", "their", "nastiness", ",", "and", "a", "disgusting", "mix", "of", "role", "playing", ",", "lord", "of", "the", "rings", ",", "on-line", "game", ",", "heroes", "and", "x-men"], ["this", "novel", "seemed", "to", "me", "to", "be", "a", "big", "cocktail", "of", "things", "that", "seem", "to", "please", "chattam", "but", "which", ",", "put", "end", "to", "end", ",", "produce", "something", "not", "only", "absurd", ",", "but", "also", "a", "childish", "level"], ["some", "things", "do", "not", "get", "married", "well"], ["personally", ",", "i", "like", "chocolate", "cake", "and", "oysters"], ["but", "separately"]]
1	[["confus", "et", "tr", "\u00e8", "s", "ennuyeux", "!"], ["il", "y", "a", "plusieurs", "myst", "\u00e8", "res", "dans", "la", "vie", ",", "dont", "celui", "de", "grang", "\u00e9", "!", "je", "ne", "comprends", "vraiment", "pas", "les", "avis", "extraordinaires", "sur", "cet", "auteur", ":", "c'est", "faux", "!", "et", "j'esp", "\u00e8", "re", "qu'il", "n'est", "pas", "trop", "diffus", "\u00e9", "\u00e0", "l", "'", "\u00e9", "tranger", "parce", "que", "c'est", "la", "honte", "!", "les", "sujets", "sont", "tir", "\u00e9", "s", "par", "les", "cheveux", ",", "on", "ne", "sait", "jamais", "o", "\u00f9", "il", "veut", "en", "venir", ",", "il", "y", "a", "des", "accumulations", "de", "faits", "ou", "d'informations", "qui", "n'apportent", "rien", ",", "les", "personnages", "sont", "antipathiques", "et", "on", "se", "fiche", "de", "ce", "qui", "leur", "arrive"], ["dans", "les", "premiers", "livres", ",", "les", "sujets", "et", "les", "intrigues", "\u00e9", "taient", "d", "\u00e9", "j", "\u00e0", "faibles", ",", "sans", "originalit", "\u00e9", ",", "avec", "des", "sc", "\u00e8", "nes", "morbides", "qui", "\u00e9", "taient", "sens", "\u00e9", "es", "faire", "croire", "\u00e0", "un", "talent", "\u00e9", "ventuel", ",", "mais", "qui", "n", "'", "\u00e9", "taient", "que", "grotesques"], ["et", "dans", "ce", "dernier", ",", "il", "s'agit", "d'un", "procureur", "qui", "abuse", "des", "\u00e9", "coutes", "t", "\u00e9", "l", "\u00e9", "phoniques"], ["grang", "\u00e9", "tente", "d'exciter", "notre", "voyeurisme", ",", "mais", "\u00e7", "a", "ne", "prend", "pas"], ["c'est", "plat"], ["et", "creux"], ["c'est", "inint", "\u00e9", "ressant", ",", "comme", "tous", "ses", "autres", "romans"], ["il", "veut", "jouer", "dans", "la", "cour", "des", "grands", ",", "mais", "il", "n'en", "a", "ni", "l", "'", "\u00e9", "toffe", ",", "ni", "la", "carrure", "!"]]	[["confused", "and", "very", "boring", "!"], ["there", "are", "many", "mysteries", "in", "life", ",", "including", "grang", "\u00e9", "'", "s", "!", "i", "really", "do", "not", "understand", "the", "extraordinary", "opinions", "about", "this", "author", ":", "it's", "wrong", "!", "and", "i", "hope", "it", "is", "not", "spread", "too", "much", "abroad", "because", "it's", "shame", "!", "the", "topics", "are", "far-fetched", ",", "you", "never", "know", "where", "he", "is", "coming", "from", ",", "there", "are", "accumulations", "of", "facts", "or", "information", "that", "bring", "nothing", ",", "the", "characters", "are", "unfriendly", "and", "we", "do", "not", "care", "what", "happens", "to", "them"], ["in", "the", "first", "books", ",", "subjects", "and", "intrigues", "were", "already", "weak", ",", "without", "originality", ",", "with", "morbid", "scenes", "which", "were", "supposed", "to", "make", "one", "believe", "in", "a", "possible", "talent", ",", "but", "which", "were", "only", "grotesque"], ["and", "in", "the", "latter", ",", "it", "is", "a", "prosecutor", "who", "abuses", "wiretapping"], ["grang", "\u00e9", "tries", "to", "excite", "our", "voyeurism", ",", "but", "it", "does", "not", "take"], ["it's", "flat"], ["and", "hollow"], ["it's", "uninteresting", ",", "like", "all", "his", "other", "novels"], ["he", "wants", "to", "play", "in", "the", "big", "leagues", ",", "but", "he", "has", "neither", "the", "stuff", "nor", "the", "stature", "!"]]
1	[["une", "grosse", "nouvelle", "sans", "int", "\u00e9", "r", "\u00ea", "t", "qu'on", "nous", "vend", "comme", "un", "roman", "de", "g", "\u00e9", "nie"], ["je", "suis", "d", "\u00e9", "sol", "\u00e9", ",", "vraiment", "d", "\u00e9", "sol", "\u00e9", ",", "j'avais", "tellement", "aim", "\u00e9", "\"", "l'hygi", "\u00e8", "ne", "de", "l'assassin", "\"", ",", "\"", "acide", "sulfurique", "\"", "et", "quelques", "autres"], ["ma", "d", "\u00e9", "ception", "est", "ici", "\u00e0", "la", "hauteur", "de", "mon", "impatience"], ["l", "\u00e0", ",", "c'est", "bien", "trop", "\u00e9", "vident", ",", "on", "joue", "sur", "la", "personalit", "\u00e9", "de", "l'auteur", "pour", "faire", "le", "simple", "commerce", "d'une", "grosse", "nouvelle"], ["je", "vous", "en", "prie", ",", "am", "\u00e9", "lie", ",", "ne", "c", "\u00e9", "dez", "plus", "aux", "sir", "\u00e8", "nes", "commerciales", ",", "arr", "\u00ea", "tez", "de", "jouer", "un", "r", "\u00f4", "le", ",", "\u00e9", "crivez", "ce", "qui", "vous", "plait", "vraiment", ",", "sortez", "de", "l'univers", "qui", "vous", "est", "impos", "\u00e9"], ["osez", "une", "\u00e9", "criture", "puissante", "comme", "pierre", "michon", "dans", "le", "superbe", "ou", "bien", "osez", "comme", "christophe", "prat", "dans", "l'excellent", "des", "variations", "de", "rythme", "et", "style", "\u00e0", "chaque", "chapitre"], ["m", "\u00ea", "me", "une", "histoire", "sans", "intrigue", "devient", "alors", "superbe"], ["et", "puis", ",", "les", "clins", "d'oeils", "\u00e0", "vos", "pr", "\u00e9", "c", "\u00e9", "dents", "romans", ",", "\u00e9", "tait-ce", "utile", "?", "sinc", "\u00e8", "rement"], ["je", "suis", "impatient", "de", "lire", "le", "prochain", "ouvrage", "d'am", "\u00e9", "lie", "nothomb", ",", "pour", "savoir", "si", "elle", "a", "tourn", "\u00e9", "d", "\u00e9", "finitivement", "la", "page", "avec", "l'inventivit", "\u00e9", ",", "ou", "si", "elle", "revient", "\u00e0", "des", "romans", "vraiment", "sortant", "des", "entrailles"]]	[["a", "big", "uninteresting", "news", "that", "we", "are", "sold", "as", "a", "genius", "novel"], ["i'm", "sorry", ",", "really", "sorry", ",", "i", "really", "liked", "\"", "the", "hygiene", "of", "the", "killer", "\"", ",", "\"", "sulfuric", "acid", "\"", "and", "a", "few", "others"], ["my", "disappointment", "is", "here", "at", "the", "height", "of", "my", "impatience"], ["there", ",", "it's", "all", "too", "obvious", ",", "we", "play", "on", "the", "personality", "of", "the", "author", "to", "do", "the", "simple", "trade", "of", "a", "big", "news"], ["please", ",", "am", "\u00e9", "lie", ",", "do", "not", "give", "in", "to", "commercial", "sirens", ",", "stop", "playing", "a", "role", ",", "write", "what", "you", "really", "like", ",", "get", "out", "of", "the", "universe", "imposed", "on", "you"], ["dare", "a", "powerful", "writing", "like", "pierre", "michon", "in", "the", "superb", "or", "dare", "as", "christophe", "prat", "in", "the", "excellent", "variations", "of", "rhythm", "and", "style", "in", "each", "chapter"], ["even", "a", "story", "without", "intrigue", "becomes", "superb"], ["and", "then", ",", "the", "winks", "to", "your", "previous", "novels", ",", "was", "it", "useful", "?", "truly"], ["i", "am", "eager", "to", "read", "am", "\u00e9", "lie", "nothomb's", "next", "work", ",", "to", "know", "if", "she", "has", "definitely", "turned", "the", "page", "with", "inventiveness", ",", "or", "if", "she", "returns", "to", "novels", "really", "coming", "out", "of", "the", "bowels"]]
1	[["d", "\u00e9", "s", "oeuvre", "ment"], ["on", "me", "l'a", "offert"], ["impossible", "d", "'", "\u00e9", "prouver", "la", "moindre", "empathie", "pour", "les", "personnages"], ["pas", "de", "possibilit", "\u00e9", "d'identification", "non", "plus"], ["les", "protagonistes", "?", "une", "faune", "\u00e0", "la", "marge", "dans", "une", "d", "\u00e9", "sh", "\u00e9", "rence", "st", "\u00e9", "rile", ";", "un", "univers", "sordide", ",", "une", "vacuit", "\u00e9", "vertigineuse", "de", "personnages", "qui", "n'ont", "pas", "su", "se", "faire", "ou", "trouver", ",", "une", "place"], ["l'auteur", "?", "un", "style", "d'autodidacte"], ["il", "ne", "suffit", "pas", "d'avoir", "CUSTOM_NUMBER", "ans", "et", "de", "le", "proclamer", "pour", "avoir", "le", "talent", "de", "fran", "\u00e7", "oise", "sagan"]]	[["unfit", "work"], ["i", "was", "offered", "it"], ["impossible", "to", "experience", "the", "slightest", "empathy", "for", "the", "characters"], ["no", "possibility", "of", "identification", "either"], ["the", "protagonists", "?", "a", "fauna", "at", "the", "margin", "in", "a", "sterile", "desertion", ";", "a", "sordid", "universe", ",", "a", "vertiginous", "emptiness", "of", "characters", "who", "did", "not", "know", "how", "to", "make", "themselves", "or", "find", "a", "place"], ["the", "author", "?", "a", "self-taught", "style"], ["it", "is", "not", "enough", "to", "be", "CUSTOM_NUMBER", "years", "old", "and", "proclaim", "it", "to", "have", "the", "talent", "of", "fran", "\u00e7", "oise", "sagan"]]
2	[["decevant"], ["ce", "livre", "a", "\u00e9", "t", "\u00e9", "une", "reelle", "d", "\u00e9", "ception", "pour", "moi", ",", "en", "ayant", "lu", "la", "CUSTOM_NUMBER", "\u00e8", "me", "de", "couverture", "et", "en", "ayant", "parcouru", "le", "livre", "rapidement", "je", "l'ai", "achet", "\u00e9", "sans", "h", "\u00e9", "siter", "mais", "finalement", "les", "histoires", "n'ont", "pas", "de", "r", "\u00e9", "elles", "int", "\u00e9", "r", "\u00ea", "t", ",", "je", "ne", "m'attendais", "pas", "a", "\u00e7", "a"]]	[["disappointing"], ["this", "book", "was", "a", "real", "disappointment", "for", "me", ",", "having", "read", "the", "CUSTOM_NUMBER", "th", "cover", "and", "having", "read", "the", "book", "quickly", "i", "bought", "it", "without", "hesitation", "but", "finally", "the", "stories", "have", "no", "real", "interest", ",", "i", "did", "not", "expect", "a", "it"]]
